date,home_team,away_team,game_id,url,stage
2020-12-29 18:00:00,Burnley,Sheffield United,1485452,https://www.whoscored.com/Matches/1485452/Live/England-Premier-League-2020-2021-Burnley-Sheffield-United,
2020-12-29 20:00:00,Manchester United,Wolves,1485460,https://www.whoscored.com/Matches/1485460/Live/England-Premier-League-2020-2021-Manchester-United-Wolves,
2020-12-29 18:00:00,Southampton,West Ham,1485464,https://www.whoscored.com/Matches/1485464/Live/England-Premier-League-2020-2021-Southampton-West-Ham,
2020-12-29 18:00:00,West Bromwich Albion,Leeds,1485466,https://www.whoscored.com/Matches/1485466/Live/England-Premier-League-2020-2021-West-Bromwich-Albion-Leeds,
2020-12-30 20:00:00,Newcastle,Liverpool,1485462,https://www.whoscored.com/Matches/1485462/Live/England-Premier-League-2020-2021-Newcastle-Liverpool,
2021-01-01 17:30:00,Everton,West Ham,1485321,https://www.whoscored.com/Matches/1485321/Live/England-Premier-League-2020-2021-Everton-West-Ham,
2021-01-01 20:00:00,Manchester United,Aston Villa,1485323,https://www.whoscored.com/Matches/1485323/Live/England-Premier-League-2020-2021-Manchester-United-Aston-Villa,
2021-01-02 17:30:00,Brighton,Wolves,1485467,https://www.whoscored.com/Matches/1485467/Live/England-Premier-League-2020-2021-Brighton-Wolves,
2021-01-02 15:00:00,Crystal Palace,Sheffield United,1485470,https://www.whoscored.com/Matches/1485470/Live/England-Premier-League-2020-2021-Crystal-Palace-Sheffield-United,
2021-01-02 12:30:00,Tottenham,Leeds,1485332,https://www.whoscored.com/Matches/1485332/Live/England-Premier-League-2020-2021-Tottenham-Leeds,
2021-01-02 20:00:00,West Bromwich Albion,Arsenal,1485335,https://www.whoscored.com/Matches/1485335/Live/England-Premier-League-2020-2021-West-Bromwich-Albion-Arsenal,
2021-01-03 16:30:00,Chelsea,Manchester City,1485469,https://www.whoscored.com/Matches/1485469/Live/England-Premier-League-2020-2021-Chelsea-Manchester-City,
2021-01-03 14:15:00,Newcastle,Leicester,1485326,https://www.whoscored.com/Matches/1485326/Live/England-Premier-League-2020-2021-Newcastle-Leicester,
2021-01-04 20:00:00,Southampton,Liverpool,1485329,https://www.whoscored.com/Matches/1485329/Live/England-Premier-League-2020-2021-Southampton-Liverpool,
2021-01-12 20:15:00,Burnley,Manchester United,1485184,https://www.whoscored.com/Matches/1485184/Live/England-Premier-League-2020-2021-Burnley-Manchester-United,
2021-01-12 18:00:00,Sheffield United,Newcastle,1485353,https://www.whoscored.com/Matches/1485353/Live/England-Premier-League-2020-2021-Sheffield-United-Newcastle,
2021-01-12 20:15:00,Wolves,Everton,1485359,https://www.whoscored.com/Matches/1485359/Live/England-Premier-League-2020-2021-Wolves-Everton,
2021-01-13 18:00:00,Manchester City,Brighton,1485365,https://www.whoscored.com/Matches/1485365/Live/England-Premier-League-2020-2021-Manchester-City-Brighton,
2021-01-13 20:15:00,Tottenham,Fulham,1485465,https://www.whoscored.com/Matches/1485465/Live/England-Premier-League-2020-2021-Tottenham-Fulham,
2021-01-14 20:00:00,Arsenal,Crystal Palace,1485338,https://www.whoscored.com/Matches/1485338/Live/England-Premier-League-2020-2021-Arsenal-Crystal-Palace,
2021-01-16 17:30:00,Fulham,Chelsea,1485374,https://www.whoscored.com/Matches/1485374/Live/England-Premier-League-2020-2021-Fulham-Chelsea,
2021-01-16 15:00:00,Leeds,Brighton,1485377,https://www.whoscored.com/Matches/1485377/Live/England-Premier-League-2020-2021-Leeds-Brighton,
2021-01-16 20:00:00,Leicester,Southampton,1485380,https://www.whoscored.com/Matches/1485380/Live/England-Premier-League-2020-2021-Leicester-Southampton,
2021-01-16 15:00:00,West Ham,Burnley,1485392,https://www.whoscored.com/Matches/1485392/Live/England-Premier-League-2020-2021-West-Ham-Burnley,
2021-01-16 12:30:00,Wolves,West Bromwich Albion,1485395,https://www.whoscored.com/Matches/1485395/Live/England-Premier-League-2020-2021-Wolves-West-Bromwich-Albion,
2021-01-17 16:30:00,Liverpool,Manchester United,1485383,https://www.whoscored.com/Matches/1485383/Live/England-Premier-League-2020-2021-Liverpool-Manchester-United,
2021-01-17 19:15:00,Manchester City,Crystal Palace,1485386,https://www.whoscored.com/Matches/1485386/Live/England-Premier-League-2020-2021-Manchester-City-Crystal-Palace,
